ID,Married,Gender,Age,Graduate,Profession,Years_of_Working ,Spending_Score,Family_Members,Category,Class(Target)
6190,0,0,46,1,nan,nan,Average,3,Cat_6,D
6191,1,1,19,0,Healthcare,0,Low,5,Cat_6,A
6192,1,1,42,1,Artist,6,Low,2,Cat_3,B
6193,1,1,26,1,Healthcare,1,Low,5,Cat_6,A
6194,0,0,40,1,Artist,4,Average,5,Cat_6,B
6195,0,1,37,0,Artist,4,Low,1,Cat_6,C
6196,1,0,48,1,Artist,nan,Low,6,Cat_6,B
6197,1,1,30,1,Healthcare,1,Low,4,Cat_6,D
6198,1,0,59,0,Entertainment,0,Average,4,Cat_6,B
6199,0,1,18,0,Marketing,9,Low,5,Cat_3,B
6200,0,0,51,1,Artist,0,Average,4,Cat_6,C
6201,0,1,27,0,Engineer,1,Low,1,Cat_3,A
6202,0,1,37,1,Engineer,0,Low,1,Cat_4,A
6203,0,1,51,1,Artist,nan,Low,1,Cat_6,B
6204,0,0,28,0,Engineer,1,Average,2,Cat_4,C
6205,1,1,21,0,Marketing,1,Low,5,Cat_6,B
6206,0,1,27,0,Homemaker,nan,Low,4,Cat_6,D
6207,1,1,28,0,Healthcare,1,Low,5,Cat_6,D
6208,0,1,42,1,Doctor,5,Low,1,Cat_6,B
6209,1,0,51,0,Artist,0,Low,3,Cat_6,C
6210,1,0,33,1,Healthcare,0,Low,2,Cat_7,C
6211,1,0,43,1,Artist,9,Average,3,Cat_6,C
6212,1,0,28,0,Entertainment,9,High,4,Cat_6,A
6213,1,0,47,0,Entertainment,1,High,4,Cat_4,A
6214,1,1,22,0,Healthcare,0,Low,4,Cat_6,A
6215,1,1,23,0,Healthcare,0,Low,4,Cat_6,A
6216,1,0,47,1,Executive,8,High,4,Cat_6,D
6217,0,0,40,1,Artist,0,Average,3,Cat_6,C
6218,0,1,28,1,Artist,8,Low,1,Cat_6,B
6219,0,0,75,1,Lawyer,0,High,2,Cat_6,D
6220,0,0,76,0,Lawyer,1,High,2,Cat_6,B
6221,1,0,51,1,Doctor,nan,Low,2,nan,D
6222,0,1,31,1,Engineer,4,Low,2,Cat_6,B
6223,1,0,51,1,Executive,4,High,3,Cat_6,D
6224,1,0,65,0,Doctor,1,Low,1,Cat_1,A
6225,0,1,33,1,Healthcare,0,Low,3,Cat_6,D
6226,1,1,33,1,Doctor,1,Low,5,Cat_2,C
6227,1,0,43,1,Executive,7,High,3,Cat_6,B
6228,0,1,30,1,Healthcare,9,Low,3,Cat_6,C
6229,0,1,27,1,Homemaker,9,Low,1,Cat_6,A
6230,0,0,62,1,Engineer,1,Low,1,Cat_3,B
6231,0,0,60,1,Artist,7,Low,nan,Cat_6,C
6232,1,nan,30,0,Executive,nan,High,nan,Cat_6,A
6233,1,1,38,1,Artist,1,Low,1,Cat_6,A
6234,1,0,42,1,Artist,14,Low,2,Cat_6,C
6235,0,0,37,1,Artist,2,Average,2,Cat_6,B
6236,1,0,29,1,Artist,9,Average,2,Cat_6,B
6237,0,0,69,1,Engineer,1,Low,1,Cat_6,B
6238,0,0,66,0,Lawyer,nan,High,2,Cat_4,A
6239,1,0,46,1,Artist,0,High,4,Cat_3,B
6240,1,0,57,1,Artist,1,Low,1,Cat_6,C
6241,1,0,87,1,Lawyer,nan,High,2,Cat_6,D
6242,0,0,49,1,Artist,1,Average,3,Cat_6,D
6243,0,1,28,1,Engineer,7,Low,1,Cat_6,B
6244,1,0,89,1,Doctor,nan,Low,1,Cat_6,C
6245,1,1,20,0,nan,2,Low,2,Cat_6,A
6246,1,1,22,0,Engineer,6,Low,5,Cat_2,A
6247,0,0,37,1,Engineer,nan,Low,1,Cat_3,D
6248,1,1,33,0,Executive,7,Low,5,Cat_6,A
6249,0,1,43,1,Artist,8,Low,4,Cat_6,D
6250,1,1,21,0,nan,7,Low,nan,Cat_3,A
6251,1,0,78,1,Lawyer,0,Low,2,Cat_6,D
6252,0,1,36,1,Artist,9,Low,3,Cat_4,C
6253,0,1,28,0,Entertainment,1,Low,2,Cat_3,C
6254,0,1,49,1,Healthcare,8,Low,1,Cat_3,A
6255,1,1,35,1,Artist,3,Low,1,Cat_6,B
6256,1,1,29,0,Healthcare,0,Low,4,Cat_6,A
6257,1,1,33,1,Healthcare,0,Low,5,Cat_6,C
6258,1,0,46,1,Artist,1,Low,3,Cat_6,B
6259,0,1,31,1,Engineer,0,Low,1,Cat_6,A
6260,0,0,41,1,Artist,8,Average,2,Cat_6,D
6261,0,1,38,1,Artist,9,Low,1,Cat_3,C
6262,1,0,57,0,nan,1,Average,2,Cat_4,B
6263,1,1,20,0,Healthcare,1,Low,3,Cat_6,A
6264,1,0,39,0,Executive,2,High,5,Cat_6,B
6265,0,1,25,0,Homemaker,1,Low,7,Cat_4,B
6266,0,1,41,1,Artist,1,Low,1,Cat_6,C
6267,0,1,32,0,Healthcare,0,Low,4,Cat_6,D
6268,0,1,19,0,Healthcare,1,Low,2,Cat_6,A
6269,1,1,51,1,Artist,0,Low,3,Cat_6,B
6270,1,0,37,0,Executive,9,High,6,Cat_6,A
6271,1,1,20,0,Healthcare,nan,Low,5,Cat_7,A
6272,0,0,27,0,Entertainment,6,High,2,Cat_6,B
6273,0,1,27,1,Artist,9,Low,5,Cat_6,B
6274,1,0,45,1,Artist,nan,Low,2,Cat_6,C
6275,0,1,32,0,Marketing,nan,Low,1,Cat_4,A
6276,1,0,71,1,Lawyer,2,Low,1,Cat_6,B
6277,0,0,43,0,Engineer,0,Average,4,Cat_6,C
6278,1,1,33,1,Entertainment,9,Low,2,Cat_6,A
6279,0,0,25,1,Engineer,6,Average,2,Cat_6,C
6280,0,0,50,0,Marketing,0,High,3,Cat_4,D
6281,1,0,36,1,Artist,1,Average,2,Cat_2,D
6282,1,0,58,1,Artist,0,Average,2,Cat_6,B
6283,0,1,27,1,Artist,1,Low,3,Cat_6,C
6284,1,0,42,0,Entertainment,0,Average,4,Cat_4,C
6285,0,1,20,0,Healthcare,1,Low,nan,Cat_6,A
6286,0,1,20,0,Healthcare,5,Low,5,Cat_2,A
6287,1,nan,60,0,Executive,7,Average,2,Cat_4,C
6288,0,0,68,1,Artist,1,Average,2,Cat_6,D
6289,0,0,69,1,Artist,0,Low,2,Cat_6,D
6290,0,0,73,1,Doctor,0,Low,1,Cat_4,B
6291,0,0,38,0,Engineer,0,Average,4,Cat_6,B
6292,1,1,19,0,Healthcare,1,Low,4,Cat_7,A
6293,1,0,39,1,Artist,9,Average,2,Cat_6,C
6294,0,0,37,1,Artist,8,High,2,Cat_6,D
6295,1,1,23,0,Healthcare,0,Low,3,Cat_6,A
6296,1,1,29,1,Healthcare,2,Low,3,Cat_6,D
6297,1,1,21,0,Healthcare,1,Low,4,nan,A
6298,1,0,46,1,Marketing,nan,Low,1,Cat_6,A
6299,0,0,88,1,Lawyer,1,High,2,Cat_6,B
6300,1,nan,31,0,Healthcare,1,Low,3,Cat_6,D
6301,0,1,37,1,Engineer,7,Low,nan,Cat_6,C
6302,1,0,40,1,Doctor,1,Average,2,Cat_6,B
6303,1,0,28,1,Artist,1,Average,2,Cat_6,B
6304,1,0,74,1,Lawyer,1,High,2,Cat_6,C
6305,1,1,28,0,Marketing,0,Low,5,Cat_6,A
6306,1,0,71,0,Executive,0,High,4,Cat_6,D
6307,1,0,62,1,Entertainment,0,Low,1,Cat_6,B
6308,1,1,21,0,Marketing,1,Low,3,Cat_4,B
6309,0,1,28,1,Doctor,1,Low,3,Cat_6,B
6310,1,1,21,0,Healthcare,1,Low,5,Cat_4,A
6311,0,1,33,1,Healthcare,nan,Low,nan,Cat_6,B
6312,0,0,55,1,Doctor,0,Average,3,Cat_6,B
6313,1,1,26,1,Healthcare,0,Low,4,Cat_7,A
6314,0,1,27,0,Homemaker,9,Low,1,Cat_6,A
6315,0,nan,50,0,Engineer,1,Low,2,Cat_6,A
6316,0,1,27,1,Doctor,1,Low,3,Cat_6,C
6317,0,0,70,1,Artist,0,High,2,Cat_6,D
6318,1,0,48,1,Executive,9,High,4,Cat_6,B
6319,1,0,30,0,Artist,0,Average,2,Cat_5,C
6320,1,1,31,1,Healthcare,0,Low,4,Cat_6,D
6321,0,1,21,0,Marketing,2,Low,2,Cat_3,A
6322,0,0,32,1,Healthcare,0,Low,2,Cat_6,C
6323,0,0,35,1,Artist,7,Average,2,Cat_6,D
6324,1,0,43,1,Entertainment,0,Average,2,Cat_6,B
6325,1,1,25,1,Artist,13,Low,3,Cat_6,C
6326,1,0,47,0,Executive,0,High,2,Cat_7,B
6327,1,0,51,0,Executive,0,Low,4,Cat_4,B
6328,1,0,60,0,Entertainment,0,Average,3,Cat_6,B
6329,0,nan,26,1,Homemaker,1,High,4,Cat_2,C
6330,1,0,61,0,Entertainment,1,Low,2,Cat_6,C
6331,1,0,39,1,Artist,0,Average,2,Cat_2,D
6332,1,0,49,1,Artist,1,Average,3,Cat_6,A
6333,0,0,47,1,nan,2,Low,1,nan,A
6334,1,0,43,1,Engineer,nan,Average,4,Cat_7,C
6335,1,0,29,1,Doctor,1,Low,3,Cat_6,A
6336,0,0,51,0,Engineer,0,Low,4,Cat_6,C
6337,0,1,81,1,Lawyer,1,Low,1,Cat_3,B
6338,0,1,33,0,Homemaker,8,Low,2,Cat_6,A
6339,1,0,80,1,Lawyer,1,Low,1,Cat_6,B
6340,0,0,42,0,Entertainment,6,Average,5,Cat_6,C
6341,1,0,79,0,Lawyer,0,High,2,Cat_6,B
6342,0,1,30,0,Healthcare,3,Low,3,Cat_4,B
6343,0,0,37,1,Doctor,1,Average,2,Cat_6,D
6344,0,0,48,0,Doctor,4,Low,1,Cat_4,A
6345,0,1,51,1,Artist,0,Low,1,Cat_6,B
6346,1,0,53,1,Entertainment,8,Average,4,Cat_6,D
6347,0,1,38,1,Engineer,3,Low,1,Cat_2,B
6348,0,0,69,1,Artist,0,Average,2,Cat_4,D
6349,0,0,40,nan,Homemaker,9,Average,nan,Cat_4,D
6350,1,0,36,1,Executive,6,High,2,Cat_6,D
6351,0,0,38,0,Engineer,1,Low,5,Cat_1,B
6352,0,1,25,nan,Healthcare,1,Low,1,Cat_4,D
6353,1,0,45,0,Artist,1,Average,4,Cat_6,B
6354,0,0,70,1,Artist,1,Average,2,Cat_6,D
6355,1,0,55,1,Entertainment,2,Average,2,Cat_6,D
6356,0,0,49,1,Artist,0,Average,5,Cat_2,D
6357,1,0,81,1,Entertainment,1,Low,1,Cat_6,A
6358,1,0,82,1,Lawyer,1,Low,1,Cat_6,C
6359,1,1,30,1,Artist,1,Low,3,Cat_4,C
6360,0,1,22,0,Healthcare,0,Low,6,Cat_6,A
6361,1,0,40,1,Artist,1,Average,4,Cat_6,D
6362,1,0,61,1,Healthcare,1,Low,4,Cat_6,A
6363,1,0,46,1,Entertainment,5,Low,3,Cat_6,C
6364,0,0,47,1,Artist,0,Low,2,Cat_1,B
6365,0,0,50,1,Healthcare,1,High,6,Cat_5,D
6366,1,0,88,1,Lawyer,0,High,2,Cat_6,C
6367,1,1,30,0,Healthcare,1,Low,4,Cat_2,C
6368,1,0,68,0,Executive,1,High,2,Cat_6,C
6369,1,0,72,1,Artist,6,Low,1,Cat_6,A
6370,0,0,42,1,Artist,2,Average,2,Cat_6,D
6371,0,1,29,1,Engineer,1,Low,5,Cat_1,B
6372,0,0,40,1,Artist,3,High,2,Cat_5,D
6373,1,0,71,1,Artist,1,Average,2,Cat_6,D
6374,0,1,21,0,Engineer,0,Low,5,Cat_2,B
6375,1,0,47,0,Engineer,1,Average,3,Cat_6,D
6376,0,0,60,1,Executive,0,Low,2,Cat_6,B
6377,0,0,47,0,Marketing,2,Low,1,Cat_6,A
6378,0,0,46,1,Artist,1,High,3,Cat_6,D
6379,1,0,48,1,Artist,1,Low,1,Cat_6,A
6380,0,1,36,1,Engineer,3,Low,4,Cat_2,A
6381,0,0,52,1,Artist,0,Low,3,Cat_6,B
6382,0,1,32,0,Healthcare,12,Low,3,Cat_6,C
6383,0,0,50,1,Artist,8,Average,2,Cat_6,B
6384,0,0,47,1,Artist,1,Average,3,Cat_6,A
6385,1,0,38,0,Executive,0,Average,3,Cat_6,C
6386,0,1,28,1,Artist,3,Low,4,Cat_2,A
6387,0,1,30,0,Healthcare,9,Low,4,Cat_6,C
6388,0,0,40,0,Homemaker,9,Average,5,Cat_4,C
6389,1,0,88,0,Executive,0,High,3,Cat_6,A
6390,0,0,29,1,Healthcare,0,Low,2,Cat_6,C
6391,0,1,28,0,Healthcare,8,Low,4,Cat_3,D
6392,0,0,63,1,Doctor,0,Average,3,Cat_6,D
6393,1,0,48,1,Entertainment,1,Low,3,Cat_6,C
6394,1,1,22,0,Healthcare,2,Low,3,Cat_4,A
6395,0,0,40,1,Artist,2,Low,1,Cat_6,B
6396,1,0,49,1,Artist,0,Low,1,Cat_6,C
6397,0,1,36,1,Entertainment,7,Low,1,Cat_6,C
6398,1,0,32,1,Artist,1,Low,2,Cat_6,A
6399,1,1,52,1,Entertainment,1,Low,1,Cat_3,C
6400,1,0,51,1,Artist,1,Low,3,Cat_6,A
6401,0,1,31,0,Homemaker,8,Low,1,Cat_4,A
6402,1,0,61,1,Entertainment,1,Low,2,Cat_5,C
6403,1,0,37,0,Entertainment,0,Low,5,Cat_4,C
6404,0,1,32,0,Doctor,0,Low,3,Cat_6,D
6405,0,0,28,0,nan,nan,Average,3,Cat_4,A
6406,0,0,52,1,Engineer,1,Average,5,Cat_4,B
6407,0,1,27,0,Engineer,1,Low,7,Cat_4,C
6408,0,1,38,1,Engineer,0,Low,3,Cat_6,A
6409,1,1,21,0,Healthcare,0,Low,3,Cat_4,A
6410,0,0,46,1,Artist,9,Low,2,Cat_6,C
6411,0,0,27,0,Doctor,nan,High,6,Cat_4,A
6412,0,0,82,0,Lawyer,0,High,2,Cat_6,D
6413,0,1,38,1,Artist,7,Low,1,Cat_6,B
6414,0,0,51,0,Engineer,5,Average,4,Cat_4,D
6415,0,0,41,0,Marketing,1,Average,2,Cat_6,A
6416,1,1,22,0,Healthcare,0,Low,4,Cat_6,A
6417,0,1,32,0,Marketing,0,Low,4,Cat_6,C
6418,1,0,46,1,Doctor,7,Average,2,Cat_6,D
6419,0,0,52,1,Artist,1,Average,3,Cat_6,D
6420,1,1,21,0,Healthcare,2,Low,4,Cat_6,A
6421,0,0,35,1,Doctor,0,Average,3,Cat_6,D
6422,0,0,40,1,Engineer,1,Average,7,Cat_6,C
6423,1,1,25,0,Healthcare,1,Low,4,Cat_2,D
6424,1,1,29,1,Healthcare,0,Low,4,Cat_7,B
6425,1,1,35,1,Lawyer,1,Low,1,Cat_4,A
6426,1,0,70,0,Lawyer,2,High,2,Cat_6,B
6427,0,1,42,1,Engineer,0,Low,1,Cat_6,D
6428,0,nan,63,1,Artist,nan,Average,2,Cat_6,D
6429,1,0,28,0,Executive,nan,Low,7,Cat_4,C
6430,1,0,61,0,nan,1,Low,5,Cat_4,A
6431,1,0,48,1,Executive,6,High,4,Cat_6,D
6432,0,0,46,1,Artist,3,Low,3,Cat_6,C
6433,0,1,35,1,Artist,1,Low,1,Cat_6,C
6434,1,0,37,1,Artist,0,Average,4,Cat_7,D
6435,1,0,60,1,Artist,0,Average,2,Cat_6,D
6436,1,0,37,1,Artist,0,Low,3,Cat_6,C
6437,0,1,43,1,Healthcare,0,Low,6,Cat_3,C
6438,1,0,43,1,Artist,nan,Average,4,Cat_6,B
6439,1,1,26,1,Artist,1,Low,3,Cat_6,C
6440,0,0,40,1,Engineer,1,Average,2,Cat_6,A
6441,1,1,36,1,Artist,0,Low,nan,Cat_6,C
6442,1,1,23,0,Healthcare,0,Low,nan,Cat_6,A
6443,0,0,38,1,Executive,0,Average,2,Cat_6,C
6444,0,1,19,0,Engineer,1,Low,4,Cat_6,A
6445,1,0,62,0,Entertainment,1,Average,2,Cat_6,B
6446,1,0,85,0,Lawyer,nan,Low,1,Cat_6,A
6447,0,0,67,1,Artist,1,Average,2,Cat_6,B
6448,1,0,71,1,Artist,0,Average,5,Cat_6,D
6449,1,0,39,1,Healthcare,1,Low,3,Cat_6,A
6450,0,0,52,1,Engineer,4,High,2,Cat_4,B
6451,1,0,56,1,Entertainment,0,Average,2,Cat_6,D
6452,1,0,36,1,Artist,1,Average,4,Cat_6,D
6453,1,0,41,1,Engineer,1,Average,2,Cat_6,D
6454,1,0,42,1,Artist,nan,Average,3,Cat_2,C
6455,1,0,59,0,Engineer,1,Low,2,Cat_4,C
6456,1,0,53,1,Executive,9,High,5,Cat_4,B
6457,0,0,46,1,Artist,0,Average,4,Cat_6,D
6458,1,0,71,1,Lawyer,2,High,nan,Cat_6,C
6459,0,0,33,1,Doctor,0,Average,2,Cat_6,B
6460,0,0,39,1,Artist,1,Average,4,Cat_6,C
6461,1,1,39,1,Artist,7,Low,1,Cat_6,C
6462,0,1,27,1,Healthcare,1,Low,3,Cat_7,A
6463,1,0,50,1,Entertainment,0,Average,4,Cat_6,B
6464,1,0,58,0,Executive,0,High,4,Cat_3,B
6465,1,0,81,1,Lawyer,nan,High,2,Cat_6,D
6466,1,0,53,1,Artist,9,Low,1,Cat_6,B
6467,1,0,39,1,Healthcare,1,Low,3,Cat_3,A
6468,0,0,67,1,Artist,0,High,2,Cat_6,D
6469,0,0,61,1,Artist,0,Average,2,Cat_4,B
6470,1,1,20,0,Healthcare,1,Low,3,Cat_6,A
6471,1,1,42,1,Entertainment,1,Low,8,Cat_3,C
6472,0,1,26,1,Artist,8,Low,1,Cat_6,B
6473,0,0,47,1,Entertainment,1,Low,2,Cat_4,B
6474,1,1,20,0,Healthcare,1,Low,4,Cat_6,A
6475,0,0,42,0,Engineer,0,Low,2,Cat_6,C
6476,1,0,36,1,Doctor,8,Average,4,Cat_3,D
6477,0,0,45,1,Artist,3,Low,3,Cat_6,D
6478,0,0,45,1,Engineer,3,Average,nan,Cat_3,B
6479,1,0,80,1,Lawyer,nan,Low,1,Cat_6,A
6480,0,0,69,1,Lawyer,0,High,2,Cat_6,D
6481,1,0,31,0,Healthcare,0,Average,5,Cat_4,A
6482,0,1,26,0,Artist,0,Low,3,Cat_4,C
6483,0,0,53,1,Artist,4,Average,6,Cat_6,D
6484,0,0,47,1,Engineer,0,Average,2,Cat_6,C
6485,0,0,46,1,Artist,nan,Low,2,Cat_6,D
6486,0,0,84,1,Lawyer,1,High,2,Cat_6,C
6487,1,0,86,1,Lawyer,1,Low,1,Cat_6,D
6488,0,1,25,0,Healthcare,14,Low,1,Cat_6,A
6489,0,0,59,1,Artist,3,High,5,Cat_1,B
6490,1,0,68,1,Lawyer,8,Low,1,Cat_5,C
6491,1,1,41,1,Entertainment,8,Low,2,Cat_6,C
6492,1,1,30,1,Artist,7,Low,3,Cat_6,A
6493,1,0,73,1,Lawyer,1,High,4,Cat_6,D
6494,1,0,63,1,Artist,6,Low,1,Cat_6,B
6495,1,0,39,1,Entertainment,6,Average,2,Cat_6,D
6496,1,0,57,1,Artist,1,Low,1,Cat_3,C
6497,0,1,40,0,Engineer,0,Low,3,Cat_3,C
6498,0,0,35,1,Artist,1,Average,2,Cat_6,B
6499,0,0,81,1,Homemaker,0,High,2,Cat_6,B
6500,0,0,52,0,Engineer,0,Low,6,Cat_4,C
6501,1,1,30,1,Doctor,8,Low,6,Cat_2,A
6502,1,1,42,1,Artist,8,Low,1,Cat_6,B
6503,1,1,19,0,Healthcare,1,Low,4,Cat_2,A
6504,0,0,68,1,Doctor,0,Average,2,Cat_6,B
6505,1,0,38,0,Executive,1,High,4,Cat_6,A
6506,0,1,18,0,Healthcare,0,Low,5,Cat_6,A
6507,1,0,26,0,Artist,0,Low,2,Cat_6,C
6508,1,1,22,0,Healthcare,0,Low,nan,Cat_4,A
6509,1,0,37,1,Artist,2,Average,2,Cat_6,D
6510,1,nan,56,1,Artist,1,Average,2,Cat_6,B
6511,1,1,68,1,Lawyer,0,Low,nan,Cat_6,B
6512,1,0,59,1,Entertainment,1,Average,4,Cat_6,B
6513,1,0,89,0,Lawyer,1,Low,2,Cat_6,D
6514,1,0,42,0,Entertainment,0,Average,4,Cat_6,D
6515,1,1,36,1,Artist,9,Low,1,Cat_6,A
6516,1,0,46,0,Entertainment,8,Low,1,Cat_1,B
6517,0,0,45,0,Engineer,8,Low,nan,Cat_6,C
6518,0,0,35,1,Homemaker,nan,Average,4,Cat_2,A
6519,1,0,35,0,Doctor,5,Low,4,Cat_4,C
6520,1,0,39,1,Artist,0,Low,4,Cat_4,C
6521,1,0,59,1,Marketing,0,Average,3,Cat_6,B
6522,0,0,77,1,Lawyer,1,High,2,Cat_6,C
6523,0,1,42,1,Artist,1,Low,1,Cat_3,B
6524,0,1,32,0,Healthcare,nan,Low,3,Cat_4,A
6525,0,1,41,1,Marketing,1,Low,2,Cat_6,C
6526,1,0,45,0,Engineer,1,Average,5,Cat_6,B
6527,0,1,18,0,Healthcare,3,Low,3,Cat_2,A
6528,1,0,57,1,Doctor,0,Low,1,Cat_6,A
6529,1,1,31,0,Healthcare,1,Low,6,Cat_6,B
6530,1,1,19,0,Healthcare,1,Low,2,Cat_6,A
6531,1,0,40,1,Artist,0,Average,4,Cat_4,D
6532,1,0,41,1,Artist,8,Average,2,Cat_6,D
6533,0,0,83,1,Lawyer,1,High,2,Cat_6,C
6534,1,0,57,0,Executive,0,Low,1,Cat_6,C
6535,0,0,50,1,Engineer,4,High,3,Cat_6,B
6536,0,0,46,0,Artist,8,Average,2,Cat_6,B
6537,0,0,59,1,Entertainment,7,Average,2,Cat_6,B
6538,1,0,35,1,Homemaker,9,Average,4,Cat_6,C
6539,0,1,33,1,Engineer,9,Low,2,Cat_6,C
6540,1,1,33,1,Artist,3,Low,5,Cat_6,C
6541,1,0,39,1,Entertainment,1,Average,3,Cat_3,C
6542,1,0,61,1,Entertainment,3,Average,6,Cat_6,B
6543,1,0,69,0,Executive,0,High,2,Cat_6,D
6544,1,1,32,0,Healthcare,12,Low,4,Cat_6,A
6545,1,0,63,1,Entertainment,1,Low,1,Cat_6,C
6546,1,0,83,1,Lawyer,0,Low,2,Cat_6,B
6547,1,0,50,1,Executive,1,High,4,Cat_4,D
6548,1,1,30,0,Doctor,3,Low,2,Cat_6,A
6549,0,1,32,0,Artist,3,Low,4,Cat_6,D
6550,1,1,30,1,Entertainment,1,Low,3,Cat_6,A
6551,0,1,27,1,nan,1,Low,1,Cat_6,C
6552,0,1,23,0,Healthcare,0,Low,5,Cat_5,A
6553,0,1,26,1,Artist,1,Low,3,Cat_2,C
6554,0,0,58,1,Marketing,0,Average,2,Cat_6,C
6555,0,0,66,0,Marketing,0,High,2,Cat_1,A
6556,0,1,30,0,Healthcare,0,Low,nan,Cat_6,A
6557,0,0,45,1,Doctor,1,Average,4,Cat_6,C
6558,1,1,35,1,Artist,1,Low,2,Cat_3,C
6559,1,1,21,0,Doctor,6,Low,6,Cat_7,D
6560,1,1,28,0,Healthcare,1,Low,3,nan,D
6561,1,0,67,1,Executive,1,Low,2,Cat_6,C
6562,0,1,32,0,Entertainment,12,Low,5,Cat_6,A
6563,1,0,49,0,Doctor,1,Average,3,Cat_4,C
6564,1,1,29,0,Entertainment,1,Low,4,Cat_4,C
6565,1,0,41,1,Engineer,nan,Average,5,Cat_6,D
6566,0,0,50,1,Artist,1,High,4,Cat_6,B
6567,1,0,39,1,Artist,0,Average,2,Cat_6,B
6568,0,0,89,1,Artist,0,High,3,Cat_6,D
6569,1,1,29,1,Healthcare,1,Low,2,Cat_3,A
6570,0,0,63,1,Artist,5,Low,1,Cat_3,D
6571,1,0,31,0,Marketing,nan,Low,4,Cat_3,A
6572,0,1,30,0,Entertainment,6,Low,1,Cat_6,C
6573,1,0,52,1,Healthcare,1,Low,2,Cat_6,A
6574,1,0,56,1,Executive,nan,High,2,Cat_6,B
6575,1,0,48,1,Entertainment,1,Low,nan,Cat_4,B
6576,1,1,50,1,Marketing,3,Low,4,Cat_6,A
6577,0,1,21,0,Healthcare,1,Low,4,Cat_6,A
6578,1,1,26,1,Healthcare,1,Low,nan,Cat_5,A
6579,1,0,53,1,Artist,8,Low,1,Cat_6,C
6580,0,1,28,1,Entertainment,0,Low,4,Cat_6,D
6581,1,1,20,0,Healthcare,0,Low,nan,Cat_6,A
6582,0,1,27,1,Artist,14,Low,3,Cat_6,C
6583,1,1,30,1,Artist,0,Low,4,Cat_6,C
6584,1,1,26,1,Healthcare,1,Low,3,Cat_6,B
6585,1,1,20,0,Healthcare,nan,Low,4,Cat_6,A
6586,0,0,36,1,Homemaker,0,Average,2,Cat_6,B
6587,0,0,38,1,nan,1,Low,1,Cat_3,D
6588,1,1,27,1,Artist,0,Low,8,Cat_4,A
6589,0,0,40,1,Entertainment,7,Average,2,Cat_3,B
6590,0,1,37,1,Engineer,0,Low,1,Cat_4,C
6591,0,0,48,1,Homemaker,3,Average,2,Cat_3,B
6592,1,1,18,0,Healthcare,1,Low,3,Cat_4,A
6593,0,1,27,0,Homemaker,8,Low,1,Cat_3,B
6594,1,1,35,0,Doctor,nan,Low,3,Cat_4,C
6595,0,nan,39,1,Doctor,5,Low,nan,Cat_2,B
6596,1,1,31,0,Healthcare,nan,Low,4,Cat_6,B
6597,1,0,42,1,Executive,nan,High,5,Cat_6,A
6598,1,1,29,0,Entertainment,0,Low,8,Cat_4,A
6599,1,0,38,1,Engineer,11,Average,3,Cat_6,C
6600,0,0,52,0,Engineer,6,Average,4,Cat_4,B
6601,0,0,49,1,Entertainment,2,Average,5,Cat_3,C
6602,0,1,26,0,Engineer,nan,Low,4,Cat_4,B
6603,0,0,53,1,Artist,0,Average,3,Cat_6,B
6604,0,1,21,0,Healthcare,9,Low,7,Cat_4,A
6605,0,0,58,1,Homemaker,1,Low,4,Cat_6,D
6606,1,1,18,1,Healthcare,1,Low,2,Cat_6,A
6607,0,0,38,1,Artist,8,Low,1,Cat_6,A
6608,0,1,40,1,Artist,nan,Low,1,Cat_2,B
6609,1,0,38,0,Marketing,0,High,4,Cat_7,B
6610,1,0,70,1,Lawyer,nan,High,2,Cat_6,A
6611,0,1,21,1,Healthcare,0,Low,5,Cat_2,A
6612,0,0,57,0,Engineer,0,Low,1,Cat_6,B
6613,1,0,82,0,Lawyer,1,High,2,Cat_6,C
6614,1,0,45,1,Executive,0,High,4,Cat_6,B
6615,0,1,23,0,Healthcare,4,Low,7,Cat_3,A
6616,1,0,55,0,Artist,0,Low,2,Cat_6,B
6617,1,1,20,0,Healthcare,1,Low,5,Cat_3,A
6618,1,1,33,1,Entertainment,0,Low,4,Cat_6,D
6619,1,1,28,1,Healthcare,1,Low,3,Cat_6,A
6620,0,1,29,1,Artist,8,Low,1,Cat_6,B
6621,1,1,28,0,Artist,0,Low,2,Cat_6,C
6622,1,0,52,1,Executive,0,High,4,Cat_6,D
6623,1,0,39,0,Executive,nan,High,4,Cat_6,B
6624,1,0,35,0,Executive,1,High,3,Cat_6,D
6625,0,1,35,1,Healthcare,9,Low,2,Cat_6,A
6626,0,0,77,0,Lawyer,0,High,2,Cat_6,C
6627,1,1,33,1,Entertainment,9,Low,6,Cat_6,A
6628,1,0,55,1,Artist,0,Average,3,Cat_6,D
6629,0,0,36,1,Entertainment,0,Low,2,Cat_3,C
6630,1,0,46,0,Artist,1,Low,4,Cat_6,B
6631,1,0,39,1,Artist,0,Low,1,Cat_6,D
6632,1,1,25,1,Doctor,1,Low,2,Cat_3,D
6633,1,0,35,1,Healthcare,6,Average,2,Cat_6,C
6634,1,0,43,0,Artist,0,Average,2,Cat_3,B
6635,0,0,32,0,Doctor,nan,High,6,Cat_4,B
6636,1,0,30,1,Healthcare,0,Low,4,Cat_6,C
6637,0,1,32,0,Entertainment,0,Low,2,Cat_2,C
6638,1,1,32,0,Healthcare,0,Low,3,Cat_2,C
6639,0,0,75,1,Lawyer,1,High,2,Cat_6,B
